priority,overall_score,company,city,state,biz_type,apollo_emp,est_actual_staff,revenue,num_locations,est_premium,likely_asian,in_kc_metro,is_food,prem_score,fit_score,acc_score,under_score,website,phone,notes
HIGH,4.2,Winsteads,Overland Park,Kansas,full-service restaurant,34,153,12743000,6,$20K+,No,Yes,Yes,5,3.5,5,2.5,http://www.winsteadssteakburger.com,'+1 816-753-2244,"KC metro; $12,743,000 rev; 6 locations"
HIGH,4.2,Cancer Action,Overland Park,Kansas,food/bev general,12,24,12096000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.canceractionkc.org,'+1 913-642-8885,"KC metro; $12,096,000 rev"
HIGH,4.2,Salvajor Company,Kansas City,Missouri,food/bev general,32,64,12434000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.salvajor.com,'+1 816-363-1030,"KC metro; $12,434,000 rev"
HIGH,4.2,"Realm Construction, Inc.",Blue Springs,Missouri,food/bev general,26,52,22241000,1,$20K+,No,Yes,Yes,5,2.5,5,3.5,http://www.realmconstruction.com,'+1 502-581-9191,"KC metro; $22,241,000 rev"
HIGH,4.2,Mainline Printing,Topeka,Kansas,bar/brewery,40,140,6163000,1,$20K+,No,No,Yes,5,3.0,5,3.0,http://www.mainlineprinting.com,'+1 785-233-2338,"MO/KS territory; $6,163,000 rev"
HIGH,4.2,United Country | Heritage Brokers & Auctioneers,Kansas City,Missouri,bar/brewery,17,60,,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.buyheritage.com,'+1 877-318-0438,KC metro
HIGH,4.2,KC Shepherd's Center,Kansas City,Missouri,food/bev general,12,24,6284000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.kcshepherdscenter.org,'+1 816-444-1121,"KC metro; $6,284,000 rev"
HIGH,4.2,Bionic Burger,Wichita,Kansas,full-service restaurant,19,86,,1,$20K+,No,No,Yes,5,3.0,5,3.0,http://www.bionic-burger.com,'+1 316-945-3838,MO/KS territory
HIGH,4.2,Westchester Village of Lenexa,Lenexa,Kansas,full-service restaurant,30,135,,1,$20K+,No,Yes,Yes,5,3.5,5,2.5,http://www.westchestervillagelenexa.com,'+1 913-307-2000,KC metro
HIGH,4.2,Bill Barr & Co.,Overland Park,Kansas,food/bev general,31,62,12822000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.billbarr.com,'+1 913-599-6668,"KC metro; $12,822,000 rev"
HIGH,4.2,Foxx Equipment Company,Kansas City,Kansas,bar/brewery,43,150,23170000,1,$20K+,No,Yes,Yes,5,3.5,5,2.5,http://www.foxxequipment.com,'+1 816-421-3600,"KC metro; $23,170,000 rev"
HIGH,4.2,Fulfillment Plus,North Kansas City,Missouri,food/bev general,14,28,10247000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.fulfillment-kc.com,'+1 816-221-4700,"KC metro; $10,247,000 rev"
HIGH,4.2,Business by Promotion LLC,Lee's Summit,Missouri,food/bev general,13,26,10518000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.businessbp.com,'+1 816-350-8811,"KC metro; $10,518,000 rev"
HIGH,4.2,Highlander Bar & Grill,Grandview,Missouri,bar/brewery,15,52,,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.highlanderbarandgrill.com,'+1 210-340-4577,KC metro
HIGH,4.2,Blind Box BBQ,Shawnee,Kansas,full-service restaurant,15,68,,1,$20K+,No,Yes,Yes,5,4.0,4,3.0,,'+1 913-268-4227,KC metro
HIGH,4.2,Coaches Bar & Grill,Overland Park,Kansas,bar/brewery,38,133,11901000,1,$20K+,No,Yes,Yes,5,3.5,5,2.5,http://www.coach-s.com,'+1 816-941-2286,"KC metro; $11,901,000 rev"
HIGH,4.1,Ole Tyme Produce Inc,Saint Charles,Missouri,food distributor/grocer,44,77,3676000,1,$20K+,No,No,Yes,5,2.5,5,3.0,http://www.oletyme.com,'+1 314-436-5010,"MO/KS territory; $3,676,000 rev"
HIGH,4.1,4 Hands Brewing Company,St. Louis,Missouri,bar/brewery,41,144,10000000,1,$20K+,No,No,Yes,5,3.0,5,2.5,http://www.4handsbrewery.com,'+1 314-436-1559,"MO/KS territory; $10,000,000 rev"
HIGH,4.1,The Olivia Collection,Lawrence,Kansas,bar/brewery,29,102,2030000,2,$20K+,No,No,Yes,5,2.5,5,3.0,http://www.theoread.com,'+1 785-843-1200,"MO/KS territory; $2,030,000 rev; 2 locations"
HIGH,4.1,Replay Lounge,Lawrence,Kansas,bar/brewery,11,38,11161000,1,$20K+,No,No,Yes,5,2.5,5,3.0,http://www.replaylounge.com,'+1 785-749-7676,"MO/KS territory; $11,161,000 rev"
HIGH,4.1,Cellar Rat Wine Merchants,Kansas City,Missouri,food/bev general,13,26,,1,$10K-$20K,No,Yes,Yes,4.5,3.0,5,3.5,http://www.cellarratwine.com,'+1 816-221-9463,KC metro
HIGH,4.1,Kansas City Allergy & Asthma,Overland Park,Kansas,food/bev general,29,58,23463000,1,$20K+,No,Yes,Yes,5,2.5,5,3.0,http://www.kcallergy.com,'+1 913-491-5501,"KC metro; $23,463,000 rev"
HIGH,4.1,Metro Lutheran Ministry,Kansas City,Missouri,food/bev general,23,46,26558000,1,$20K+,No,Yes,Yes,5,2.5,5,3.0,http://www.mlmkc.org,'+1 816-931-0027,"KC metro; $26,558,000 rev"
HIGH,4.1,"Standard Sheet Metal, Inc.",Kansas City,Missouri,food/bev general,37,74,15493000,1,$20K+,No,Yes,Yes,5,3.0,5,2.5,http://www.standardsheetmetal.com,'+1 816-221-5434,"KC metro; $15,493,000 rev"
HIGH,4.1,"The Savage Group, LLC - McDonald's",Lenexa,Kansas,full-service restaurant,11,50,,1,$20K+,No,Yes,No,5,2.5,5,3.0,http://www.tsg-mcd.com,'+1 888-876-5254,KC metro
HIGH,4.1,CTS Enterprises,Kansas City,Missouri,full-service restaurant,18,81,,1,$20K+,No,Yes,Yes,5,3.5,4,3.0,http://www.ctsenterprises.org,,KC metro
HIGH,4.1,"SUMMIT RESTAURANT GROUP, LLC",Blue Springs,Missouri,full-service restaurant,29,130,,1,$20K+,No,Yes,Yes,5,3.5,4,3.0,http://www.srgonline.us,'+1 816-224-3336,KC metro
HIGH,4.1,"KMO Burger, A Whataburger Franchisee",Kansas City,Kansas,full-service restaurant,26,117,,1,$20K+,No,Yes,Yes,5,3.5,4,3.0,http://www.kmoburger.com,,KC metro
HIGH,4.1,St. Joseph (Mo.) Chamber of Commerce,Saint Joseph,Missouri,food manufacturing,12,21,8079000,1,$20K+,No,No,Yes,5,2.5,5,3.0,http://www.choosesaintjoseph.com,'+1 816-232-4461,"MO/KS territory; $8,079,000 rev"
HIGH,4.1,Churchill Container,Lenexa,Kansas,food/bev general,46,92,41889000,1,$20K+,No,Yes,Yes,5,3.0,5,2.5,http://www.churchillcontainer.com,'+1 800-999-5518,"KC metro; $41,889,000 rev"
HIGH,4.1,Free State Brewing Co,Lawrence,Kansas,bar/brewery,37,130,17545000,1,$20K+,No,No,Yes,5,3.0,5,2.5,http://www.freestatebrewing.com,'+1 785-843-4555,"MO/KS territory; $17,545,000 rev"
HIGH,4.1,Martys Bbq,Kansas City,Missouri,full-service restaurant,17,76,,1,$20K+,No,Yes,No,5,2.5,5,3.0,http://www.martysbbq.com,'+1 252-243-5887,KC metro
HIGH,4.1,Riega Foods LLC,Kansas City,Missouri,food/bev general,22,44,8506000,1,$20K+,No,Yes,Yes,5,2.5,5,3.0,http://www.riegafoods.com,'+1 816-744-8260,"KC metro; $8,506,000 rev"
HIGH,4.1,Salsa Grill,Shawnee,Kansas,full-service restaurant,27,122,1962000,1,$20K+,No,Yes,No,5,2.5,5,3.0,http://www.thesalsagrill.com,'+1 562-942-7072,"KC metro; $1,962,000 rev"
HIGH,4.1,Farmers Bank of Kansas City,Overland Park,Kansas,food/bev general,49,98,,1,$20K+,No,Yes,Yes,5,2.5,5,3.0,http://www.farmersbankkc.com,'+1 833-325-2684,KC metro
HIGH,4.1,Heartland International Ministries,Lenexa,Kansas,food/bev general,11,22,7462000,1,$20K+,No,Yes,Yes,5,2.5,5,3.0,http://www.heartforhim.org,'+1 913-432-1446,"KC metro; $7,462,000 rev"
HIGH,4.1,VS Services LLC,Kansas City,Missouri,food/bev general,17,34,,1,$10K-$20K,No,Yes,Yes,4.5,3.0,5,3.5,http://www.vsservices.com,'+1 816-249-2755,KC metro
HIGH,4.1,BioStar Renewables,Overland Park,Kansas,food/bev general,21,42,17396000,1,$20K+,No,Yes,Yes,5,2.5,5,3.0,http://www.biostarrenewables.com,'+1 913-369-4100,"KC metro; $17,396,000 rev"
HIGH,4.1,Eldridge Hotel,Lawrence,Kansas,bar/brewery,30,105,,1,$20K+,No,No,Yes,5,3.0,5,2.5,http://www.eldridgehotel.com,'+1 785-749-5011,MO/KS territory
HIGH,4.1,Saint Joe Distributing,Saint Joseph,Missouri,food/bev general,33,66,17165000,1,$20K+,No,No,Yes,5,2.5,5,3.0,http://www.saintjoedist.com,'+1 800-892-9072,"MO/KS territory; $17,165,000 rev"
HIGH,4.1,W. VinZant Restaurants,Kansas City,Missouri,full-service restaurant,15,68,,1,$20K+,No,Yes,Yes,5,3.5,4,3.0,http://www.wvinzantrestaurants.com,,KC metro
HIGH,4.1,"715, L.L.C.",Lawrence,Kansas,bar/brewery,23,80,12472000,1,$20K+,No,No,Yes,5,2.5,5,3.0,http://www.715mass.com,'+1 785-856-7150,"MO/KS territory; $12,472,000 rev"
HIGH,4.1,KBP Inspired,Leawood,Kansas,full-service restaurant,22,99,,1,$20K+,No,Yes,Yes,5,3.5,4,3.0,,'+1 913-356-6300,KC metro
HIGH,4.1,CocoBolos,Overland Park,Kansas,full-service restaurant,13,58,2694000,1,$20K+,No,Yes,No,5,2.5,5,3.0,http://www.cocoboloskc.com,'+1 913-766-5000,"KC metro; $2,694,000 rev"
HIGH,4.1,Kansas State University Olathe,Olathe,Kansas,food/bev general,26,52,,1,$20K+,No,Yes,Yes,5,2.5,5,3.0,http://olathe.k-state.edu,'+1 785-532-2535,KC metro
HIGH,4.1,Lidia’s,Kansas City,Missouri,full-service restaurant,11,50,546000,1,$20K+,No,Yes,No,5,2.5,5,3.0,http://www.lidias-kc.com,'+1 816-221-0805,"KC metro; $546,000 rev"
HIGH,4.1,BARcelona Tapas,Clayton,Missouri,bar/brewery,41,144,,1,$20K+,No,No,Yes,5,3.0,5,2.5,http://www.barcelonatapas.com,'+1 314-899-9600,MO/KS territory
HIGH,4.1,Konrad's Kitchen and Tap House,Lee's Summit,Missouri,bar/brewery,12,42,,1,$10K-$20K,No,Yes,Yes,4.5,3.5,5,3.0,http://www.konradskc.com,'+1 816-525-1871,KC metro
HIGH,4.1,Siggins,North Kansas City,Missouri,food/bev general,41,82,2512000,1,$20K+,No,Yes,Yes,5,3.0,5,2.5,http://www.siggins.com,'+1 800-383-3218,"KC metro; $2,512,000 rev"
HIGH,4.1,Kansas Sampler,Lenexa,Kansas,food/bev general,24,48,9042000,1,$20K+,No,Yes,Yes,5,2.5,5,3.0,http://www.kansassampler.org,'+1 620-585-2374,"KC metro; $9,042,000 rev"
HIGH,4.1,Warner Robinson LLC,Kansas City,Missouri,food manufacturing,12,21,21106000,1,$20K+,No,Yes,Yes,5,2.5,5,3.0,http://www.warner-robinson.com,'+1 800-792-4861,"KC metro; $21,106,000 rev"
HIGH,4.1,D. Thomas & Associates,Kansas City,Missouri,food/bev general,47,94,34926000,1,$20K+,No,Yes,Yes,5,3.0,5,2.5,http://www.dthos.com,'+1 816-361-5522,"KC metro; $34,926,000 rev"
HIGH,4.1,Tequila Harrys Inc,Lee's Summit,Missouri,full-service restaurant,16,72,250000,1,$20K+,No,Yes,No,5,2.5,5,3.0,http://www.tequilaharrys.com,'+1 913-469-6644,"KC metro; $250,000 rev"
HIGH,4.1,ARY Inc.,Overland Park,Kansas,food manufacturing,14,24,10000000,1,$20K+,No,Yes,Yes,5,2.5,5,3.0,http://www.vacmasterfresh.com,'+1 800-821-7849,"KC metro; $10,000,000 rev"
HIGH,4.1,Sabor Brasil,Overland Park,Kansas,bar/brewery,18,63,,1,$20K+,No,Yes,Yes,5,3.5,4,3.0,http://www.tasteofbrazilkc.com,'+1 816-527-0400,KC metro
HIGH,4.1,El Charo,Pittsburg,Kansas,bar/brewery,23,80,3525000,2,$20K+,No,No,Yes,5,2.5,5,3.0,http://www.elcharrocafe.com,'+1 520-622-1922,"MO/KS territory; $3,525,000 rev; 2 locations"
HIGH,4.1,Tom's Town Distilling Co.,Kansas City,Missouri,bar/brewery,24,84,,1,$20K+,No,Yes,Yes,5,3.5,4,3.0,http://www.toms-town.com,,KC metro
HIGH,4.1,Kansas City Community Gardens (KCCG),Kansas City,Missouri,food/bev general,27,54,,1,$20K+,No,Yes,Yes,5,2.5,5,3.0,http://www.kccg.org,'+1 816-931-3877,KC metro
HIGH,4.1,"TTG, Inc.",Higginsville,Missouri,food manufacturing,26,46,6000000,1,$20K+,No,No,Yes,5,2.0,5,3.5,http://www.ttgtech.net,'+1 660-584-2448,"MO/KS territory; $6,000,000 rev"
HIGH,4.1,The Farmer's House,Weston,Missouri,food/bev general,47,94,823000,1,$20K+,No,Yes,Yes,5,3.0,5,2.5,http://www.thefarmershouse.org,'+1 816-640-3276,"KC metro; $823,000 rev"
HIGH,4.1,Taco Lucha,Manhattan,Kansas,bar/brewery,24,84,,1,$20K+,No,No,Yes,5,2.5,5,3.0,http://www.tacoluchamanhattan.com,'+1 785-320-5255,MO/KS territory
HIGH,4.1,Burnt End BBQ,Overland Park,Kansas,full-service restaurant,16,72,,1,$20K+,No,Yes,No,5,2.5,5,3.0,http://www.burntendbbqkc.com,'+1 913-451-8888,KC metro
HIGH,4.1,"Westin Trading, Inc.",St. Louis,Missouri,food distributor/grocer,19,33,14219000,1,$20K+,No,No,Yes,5,2.5,5,3.0,http://www.westintrading.com,'+1 314-993-6150,"MO/KS territory; $14,219,000 rev"
HIGH,4.1,"F & A Food Sales Co., Inc.",Concordia,Kansas,food distributor/grocer,38,66,15361000,1,$20K+,No,No,Yes,5,2.5,5,3.0,http://www.fafoodsales.com,'+1 785-243-2301,"MO/KS territory; $15,361,000 rev"
HIGH,4.1,Ivanhoe Neighborhood Council,Kansas City,Missouri,food/bev general,17,34,14099000,1,$20K+,No,Yes,Yes,5,2.5,5,3.0,http://www.incthrives.org,'+1 816-921-6611,"KC metro; $14,099,000 rev"
HIGH,4.1,Taco Republic,Kansas City,Kansas,bar/brewery,13,46,3160000,1,$10K-$20K,No,Yes,Yes,4.5,3.5,5,3.0,http://www.eattacorepublic.com,'+1 913-262-8226,"KC metro; $3,160,000 rev"
HIGH,4.1,Alden,Kansas City,Missouri,food/bev general,29,58,,1,$20K+,No,Yes,Yes,5,2.5,5,3.0,http://www.alden.tech,'+1 949-942-5336,KC metro
HIGH,4.1,"The Raphael Hotel, Autograph Collection",Kansas City,Missouri,full-service restaurant,16,72,4703000,1,$20K+,No,Yes,Yes,5,3.5,4,3.0,http://www.raphaelkc.com,,"KC metro; $4,703,000 rev"
HIGH,4.1,Vertical Cannabis,Saint Joseph,Missouri,food/bev general,27,54,,1,$20K+,No,No,Yes,5,2.5,5,3.0,http://www.vertical-cannabis.com,'+1 816-396-8573,MO/KS territory
HIGH,4.1,The Rub Bar-B-Que,Olathe,Kansas,bar/brewery,11,38,3600000,1,$10K-$20K,No,Yes,Yes,4.5,3.5,5,3.0,http://www.therubbarbque.com,'+1 913-894-1820,"KC metro; $3,600,000 rev"
HIGH,4.1,SWEET TEE'S COFFEE SHOP,Olathe,Kansas,catering/food truck,10,20,,1,$5K-$10K,No,Yes,Yes,3.5,4.0,5,4.5,http://www.sweetteescoffeeshop.com,'+1 913-544-9705,KC metro
HIGH,4.1,"SES, Inc.",Lenexa,Kansas,food/bev general,21,42,21658000,1,$20K+,No,Yes,Yes,5,2.5,5,3.0,http://www.ses-corp.com,'+1 913-307-0046,"KC metro; $21,658,000 rev"
HIGH,4.1,Midwest Metalcraft,Windsor,Missouri,food manufacturing,27,47,18570000,1,$20K+,No,No,Yes,5,2.5,5,3.0,http://www.4mmc.com,'+1 660-647-3167,"MO/KS territory; $18,570,000 rev"
HIGH,4.1,"Stuppy Greenhouse, Inc",North Kansas City,Missouri,food/bev general,41,82,28000000,1,$20K+,No,Yes,Yes,5,3.0,5,2.5,http://www.stuppy.com,'+1 800-733-5025,"KC metro; $28,000,000 rev"
HIGH,4.1,CGR USA - ISC,North Kansas City,Missouri,food manufacturing,24,42,15796000,1,$20K+,No,Yes,Yes,5,2.5,5,3.0,http://www.isckc.com,'+1 816-741-6073,"KC metro; $15,796,000 rev"
HIGH,4.1,"Grandma Hoerner's Foods, Inc",Alma,Kansas,food/bev general,25,50,4476000,1,$20K+,No,No,Yes,5,2.0,5,3.5,http://www.grandmahoerners.com,'+1 785-765-2300,"MO/KS territory; $4,476,000 rev"
HIGH,4.1,VersaFlex,Kansas City,Kansas,food/bev general,49,98,62400000,1,$20K+,No,Yes,Yes,5,3.0,5,2.5,http://www.versaflex.com,'+1 913-321-9000,"KC metro; $62,400,000 rev"
HIGH,4.1,Las Carretas,Lexington,Missouri,bar/brewery,32,112,,3,$20K+,No,No,Yes,5,3.0,5,2.5,http://www.lascarretas.com,'+60 3-5637 3058,MO/KS territory; 3 locations
HIGH,4.1,"Zest Restaurant, LLC",Leawood,Kansas,food manufacturing,44,77,,1,$20K+,No,Yes,Yes,5,3.0,5,2.5,http://www.zest.ae,043685460,KC metro
HIGH,4.1,Salty Iguana,Prairie Village,Kansas,full-service restaurant,20,90,23228000,1,$20K+,No,Yes,No,5,2.5,5,3.0,http://www.saltyiguana.com,'+1 913-381-3888,"KC metro; $23,228,000 rev"
HIGH,4.1,FANESTIL MEATS,Emporia,Kansas,food/bev general,22,44,17223000,1,$20K+,No,No,Yes,5,2.5,5,3.0,http://www.fanestils.com,'+1 620-342-6354,"MO/KS territory; $17,223,000 rev"
HIGH,4.1,Food Entrepreneur,Kansas City,Missouri,catering/food truck,22,44,,1,$10K-$20K,No,Yes,Yes,4.5,4.0,4,3.5,http://www.foodbizcon.com,,KC metro
HIGH,4.1,St. Joe Petroleum Co.,Saint Joseph,Missouri,food/bev general,30,60,5119000,1,$20K+,No,No,Yes,5,2.5,5,3.0,http://www.stjoepetroleum.com,'+1 816-279-0770,"MO/KS territory; $5,119,000 rev"
HIGH,4.1,"His & Her Fitness, LLC",Leawood,Kansas,food/bev general,13,26,5500000,1,$20K+,No,Yes,Yes,5,2.5,5,3.0,http://www.hisandherfitness.net,'+1 913-206-7645,"KC metro; $5,500,000 rev"
HIGH,4.1,Fountain City Logistics,Overland Park,Kansas,food/bev general,31,62,,1,$20K+,No,Yes,Yes,5,3.0,5,2.5,http://www.fountaincitylogistics.com,'+1 877-811-0854,KC metro
HIGH,4.1,Merchants Pub & Plate,Lawrence,Kansas,bar/brewery,21,74,,1,$20K+,No,No,Yes,5,2.5,5,3.0,http://www.merchantsonmass.com,'+1 785-843-4111,MO/KS territory
HIGH,4.1,J. Rieger & Co.,Kansas City,Missouri,bar/brewery,50,175,,1,$20K+,No,Yes,Yes,5,3.5,5,2.0,http://www.jriegerco.com,'+1 816-807-3867,KC metro
HIGH,4.1,Select Sites LLC,Kansas City,Missouri,full-service restaurant,14,63,,1,$20K+,No,Yes,Yes,5,3.5,4,3.0,http://www.selectsitesllc.com,,KC metro
HIGH,4.1,Hereford House - Shawnee,Shawnee,Kansas,bar/brewery,37,130,17895000,5,$20K+,No,Yes,Yes,5,3.0,5,2.5,http://www.herefordhouse.com,'+1 816-842-8718,"KC metro; $17,895,000 rev; 5 locations"
HIGH,4.1,Village Interiors,Kansas City,Missouri,food/bev general,11,22,12187000,1,$20K+,No,Yes,Yes,5,2.5,5,3.0,http://www.villageinteriors.com,'+1 775-831-8868,"KC metro; $12,187,000 rev"
HIGH,4.1,Hotel Kansas City - in the Unbound Collection by Hyatt,Kansas City,Missouri,bar/brewery,40,140,,1,$20K+,No,Yes,Yes,5,3.0,5,2.5,http://www.hotelkc.com,'+1 816-685-1228,KC metro
HIGH,4.1,JOHNNY KAW'S INC,Manhattan,Kansas,bar/brewery,21,74,,1,$20K+,No,No,Yes,5,2.5,5,3.0,http://www.johnnykaws.com,'+1 785-301-8316,MO/KS territory
HIGH,4.1,St. Agnes Catholic School,Roeland Park,Kansas,food/bev general,17,34,64115000,1,$20K+,No,Yes,Yes,5,2.5,5,3.0,http://www.stagneskc.org,'+1 913-262-2400,"KC metro; $64,115,000 rev"
HIGH,4.1,Riverwood Winery,Rushville,Missouri,bar/brewery,12,42,5682000,1,$20K+,No,No,Yes,5,2.5,5,3.0,http://www.riverwoodwinery.com,'+1 816-579-9797,"MO/KS territory; $5,682,000 rev"
HIGH,4.1,Tannin Wine Bar and Kitchen,Kansas City,Missouri,bar/brewery,12,42,,1,$10K-$20K,No,Yes,Yes,4.5,3.5,5,3.0,http://www.tanninwinebar.com,'+1 816-842-2660,KC metro
HIGH,4.1,Pawsperity,Kansas City,Missouri,food/bev general,27,54,,1,$20K+,No,Yes,Yes,5,2.5,5,3.0,http://www.pawsperity.org,'+1 816-214-5376,KC metro
HIGH,4.1,Lean Kitchen Co,Saint Joseph,Missouri,catering/food truck,47,94,,1,$20K+,No,No,Yes,5,3.5,4,3.0,http://www.leankitchenco.com,,MO/KS territory
HIGH,4.1,District. Pour House + Kitchen,Kansas City,Missouri,full-service restaurant,14,63,,1,$20K+,No,Yes,Yes,5,3.5,4,3.0,http://www.districtpourhousekc.com,'+1 816-333-0799,KC metro
HIGH,4.1,Center of Grace,Olathe,Kansas,food/bev general,33,66,,1,$20K+,No,Yes,Yes,5,3.0,5,2.5,http://www.centerofgrace.center,'+1 913-764-1353,KC metro
HIGH,4.1,Wells Blue Bunny Dairy Pdts,Kansas City,Missouri,food/bev general,45,90,70000000,1,$20K+,No,Yes,Yes,5,3.0,5,2.5,http://www.bluebunny.com,'+1 800-942-3800,"KC metro; $70,000,000 rev"
HIGH,4.1,Longboards Wraps & Bowls,Kansas City,Missouri,full-service restaurant,12,54,3363000,1,$20K+,No,Yes,Yes,5,3.5,4,3.0,http://www.longboardswrapsandbowls.com,,"KC metro; $3,363,000 rev"
HIGH,4.1,Los Cabos Mexican Grill and Cantina,Independence,Missouri,full-service restaurant,13,58,,1,$20K+,No,Yes,Yes,5,3.5,4,3.0,http://www.loscabosok.com,'+1 918-298-2226,KC metro
HIGH,4.1,FlexPro Meals,Kansas City,Missouri,food manufacturing,33,58,,1,$20K+,No,Yes,Yes,5,3.0,5,2.5,http://www.flexpromeals.com,'+1 816-888-3539,KC metro
HIGH,4.1,"DataSource, Inc.",Kansas City,Missouri,full-service restaurant,50,225,6300000,1,$20K+,No,Yes,Yes,5,4.0,5,1.5,http://www.datasourceinc.com,'+1 703-748-7180,"KC metro; $6,300,000 rev"
HIGH,4.1,Canyon Cafe LLC,Kansas City,Missouri,bakery/cafe,32,80,17505000,3,$20K+,No,Yes,No,5,2.5,5,3.0,http://www.canyoncafe.com,'+1 602-954-7100,"KC metro; $17,505,000 rev; 3 locations"
HIGH,4.1,Ophelias Restaurant,Independence,Missouri,full-service restaurant,12,54,,2,$20K+,No,Yes,No,5,2.5,5,3.0,http://www.opheliasind.com,'+1 816-461-4525,KC metro; 2 locations
HIGH,4.1,Sassafras Marketing,Lenexa,Kansas,food/bev general,28,56,,1,$20K+,No,Yes,Yes,5,2.5,5,3.0,http://www.sassafrasmarketing.com,'+1 404-822-7971,KC metro
HIGH,4.1,Pyramid Pizza,Oak Grove,Missouri,full-service restaurant,12,54,,1,$20K+,No,Yes,No,5,2.5,5,3.0,http://www.pyramidpizzalawrence.com,'+1 785-842-3232,KC metro
HIGH,4.1,CASCONES,Kansas City,Missouri,full-service restaurant,21,94,10000000,2,$20K+,No,Yes,No,5,2.5,5,3.0,http://www.cascones.com,'+1 816-454-7977,"KC metro; $10,000,000 rev; 2 locations"
HIGH,4.1,Falcon Ridge Golf Course,Lenexa,Kansas,other/non-food,47,70,,1,$20K+,No,Yes,Yes,5,3.0,5,2.5,http://www.falconridgegolfclub.com,'+1 913-393-4653,KC metro
HIGH,4.1,"Vanguard Shrink Films, Inc.",Lenexa,Kansas,food/bev general,13,26,10000000,1,$20K+,No,Yes,Yes,5,2.5,5,3.0,http://www.vanguardshrinkfilms.com,'+1 800-772-1187,"KC metro; $10,000,000 rev"
HIGH,4.1,Somerset Ridge Vineyard and Winery,Paola,Kansas,bar/brewery,14,49,,1,$10K-$20K,No,No,Yes,4.5,3.0,5,3.5,http://www.somersetridge.com,'+1 913-491-0038,MO/KS territory
HIGH,4.1,Margarita's,Kansas City,Missouri,full-service restaurant,12,54,2446000,1,$20K+,No,Yes,Yes,5,3.5,4,3.0,http://www.margaritasamigos.com,'+1 816-468-0337,"KC metro; $2,446,000 rev"
HIGH,4.1,Sushi Gin,Overland Park,Kansas,full-service restaurant,13,58,,1,$20K+,Yes,Yes,No,5,4.5,2,4.0,,,Asian/ethnic cuisine; KC metro
HIGH,4.1,Casino White Cloud,White Cloud,Kansas,full-service restaurant,40,180,,1,$20K+,No,No,Yes,5,3.0,5,2.5,http://www.casinowhitecloud.org,'+1 877-652-6115,MO/KS territory
HIGH,4.1,Los Corrals,Kansas City,Missouri,full-service restaurant,18,81,,1,$20K+,No,Yes,No,5,2.5,5,3.0,http://www.loscorrals.com,'+1 816-421-9440,KC metro
HIGH,4.1,Waldo Pizza,Lee's Summit,Missouri,bar/brewery,36,126,,1,$20K+,No,Yes,Yes,5,3.0,5,2.5,http://www.ordersummitpizza.com,'+1 816-875-2121,KC metro
HIGH,4.1,Social Suppers,Riverside,Missouri,food/bev general,13,26,11945000,3,$20K+,No,Yes,Yes,5,2.5,5,3.0,http://www.socialsuppers.com,'+1 816-505-1220,"KC metro; $11,945,000 rev; 3 locations"
HIGH,4.1,Omega Door and Hardware,Kansas City,Kansas,food/bev general,21,42,13901000,1,$20K+,No,Yes,Yes,5,2.5,5,3.0,http://www.omega-kc.com,'+1 913-647-3667,"KC metro; $13,901,000 rev"
HIGH,4.1,Quality Air Solutions,Lenexa,Kansas,food distributor/grocer,25,44,7306000,1,$20K+,No,Yes,Yes,5,2.5,5,3.0,http://www.qualityairsolutions.net,'+1 913-735-2920,"KC metro; $7,306,000 rev"
HIGH,4.1,Los Tules,Kansas City,Missouri,full-service restaurant,28,126,,1,$20K+,No,Yes,No,5,2.5,5,3.0,http://www.los-tuleskc.com,'+1 816-421-9229,KC metro
HIGH,4.1,eShipping Distribution Services,Riverside,Missouri,food/bev general,36,72,,1,$20K+,No,Yes,Yes,5,3.0,5,2.5,http://www.eshippingdistributionservices.com,'+1 312-361-0066,KC metro
HIGH,4.1,Kansas Wheat,Manhattan,Kansas,food/bev general,18,36,10288000,1,$20K+,No,No,Yes,5,2.5,5,3.0,http://www.kswheat.com,'+1 785-539-0255,"MO/KS territory; $10,288,000 rev"
HIGH,4.1,Great Plains Analytical Laboratory - GPAL,Kansas City,Missouri,food manufacturing,30,52,6098000,1,$20K+,No,Yes,Yes,5,3.0,5,2.5,http://www.gpalab.com,'+1 816-891-7337,"KC metro; $6,098,000 rev"
HIGH,4.1,Iron Horse Bar and Grill,Leawood,Kansas,bar/brewery,44,154,,1,$20K+,No,Yes,Yes,5,3.5,4,3.0,http://www.ironhorsegrillbar.com,,KC metro
HIGH,4.1,Nurture KC,Kansas City,Missouri,food/bev general,11,22,30436000,1,$20K+,No,Yes,Yes,5,2.5,5,3.0,http://www.nurturekc.org,'+1 816-283-6242,"KC metro; $30,436,000 rev"
HIGH,4.1,Garment House,Kansas City,Missouri,full-service restaurant,21,94,,1,$20K+,No,Yes,Yes,5,3.5,4,3.0,http://www.garmenthousekc.com,,KC metro
