priority,overall_score,tier,company,city,state,segment,apollo_emp,est_actual_staff,revenue,num_locations,est_premium,likely_asian,in_kc_metro,prem_score,fit_score,acc_score,under_score,website,phone,notes
HIGH,4.0,Tier 1 — Big Bet,"Nordyne, a Rheem Company",Tipton,Missouri,Manufacturing,87,108,,,$25K-$60K+,False,False,5,2.5,5,2.5,http://www.nordyne.com,'+1 800-422-4328,Subtype: general_mfg
HIGH,4.0,Tier 1 — Big Bet,Midwest Gas Equipment,Chesterfield,Missouri,Manufacturing,10,12,,,$15K-$30K,False,False,4,3.5,5,3.5,http://www.midwestgas.net,'+1 636-273-4004,Subtype: general_mfg
HIGH,4.0,Tier 1 — Big Bet,Midway Electric,Columbia,Missouri,Manufacturing,14,17,,,$15K-$30K,False,False,4,3.5,5,3.5,http://www.midwayelectricinc.com,'+1 573-446-2484,Subtype: general_mfg
HIGH,4.0,Tier 1 — Big Bet,M-CO Wiring LLC,Maryland Heights,Missouri,Manufacturing,10,12,,,$15K-$30K,False,False,4,3.5,5,3.5,http://www.mcowiring.com,'+1 314-473-5141,Subtype: general_mfg
HIGH,4.0,Tier 1 — Big Bet,DCS Services,Wichita,Kansas,Construction,12,30,,,$15K-$30K,False,False,4,3.5,5,3.5,http://www.dcsservices.net,'+1 316-869-1008,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,Guarantee Construction,St. Louis,Missouri,Construction,12,30,,,$15K-$30K,False,False,4,3.5,5,3.5,http://www.gconbuild.com,'+1 314-446-4100,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,Miler,Overland Park,Kansas,Transport/Logistics,18,22,,,$25K-$50K,False,True,4,4.0,5,3.0,http://www.miler.com,'+1 866-265-3542,Subtype: fleet_and_warehouse; KC metro
HIGH,4.0,Tier 1 — Big Bet,"Metro Courier, Inc.",Wichita,Kansas,Transport/Logistics,69,86,9806000.0,,$40K-$80K+,False,False,5,2.5,5,2.5,http://www.metrodelivers.com,'+1 316-522-8008,Subtype: fleet_and_warehouse
HIGH,4.0,Tier 1 — Big Bet,Melbourne Food Distributors,Clayton,Missouri,Transport/Logistics,10,12,,,$10K-$20K,False,False,4,3.5,5,3.5,http://www.mfdfood.com.au,'+61 3 8512 0423,Subtype: warehouse_only
HIGH,4.0,Tier 1 — Big Bet,Materialogic,St. Louis,Missouri,Transport/Logistics,51,63,230000.0,,$40K-$80K+,False,False,5,2.5,5,2.5,http://www.materialogic.com,'+1 800-333-7144,Subtype: fleet_and_warehouse
HIGH,4.0,Tier 1 — Big Bet,Birkel Electric,Chesterfield,Missouri,Construction,51,127,69216000.0,,$30K-$80K+,False,False,5,2.5,5,2.5,http://www.birkelelectric.com,'+1 636-386-7000,Subtype: gc_with_subs; Revenue $69.2M
HIGH,4.0,Tier 1 — Big Bet,Bell Electrical Contractors,Fenton,Missouri,Construction,80,200,11338000.0,,$30K-$80K+,False,False,5,2.5,5,2.5,http://www.bellelectrical.com,'+1 314-739-7744,Subtype: gc_with_subs; Revenue $11.3M
HIGH,4.0,Tier 1 — Big Bet,MC Freight USA,Saint Charles,Missouri,Transport/Logistics,8,10,,,$25K-$50K,False,False,4,3.5,5,3.5,http://www.mcfreightusa.com,'+1 636-949-3992,Subtype: fleet_and_warehouse
HIGH,4.0,Tier 1 — Big Bet,Omni Energy Partners,Lake Saint Louis,Missouri,Construction,15,37,,,$15K-$30K,False,False,4,3.5,5,3.5,http://www.omnienergypartners.com,'+1 217-366-2558,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,Olathe Millwork a Division of Rugby Architectural Building Products,New Century,Kansas,Construction,14,35,,,$15K-$30K,False,False,4,3.5,5,3.5,http://www.olathemillwork.com,'+1 913-738-8074,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,"Springfield Builders, Inc.",Springfield,Missouri,Construction,15,37,,,$15K-$30K,False,False,4,3.5,5,3.5,http://www.springfieldbuilders.com,'+1 417-865-6200,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,Spiegelglass Construction Company,Maryland Heights,Missouri,Construction,11,27,,,$15K-$30K,False,False,4,3.5,5,3.5,http://www.spiegelglass-gc.com,'+1 314-569-2300,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,Simmons Construction,Springfield,Missouri,Construction,65,162,,,$25K-$60K,False,False,5,2.5,5,2.5,http://www.simmons-construction.co.uk,01253866100,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,High Brothers Lumber Co,Camdenton,Missouri,Construction,9,15,,,$12K-$25K,False,False,4,3.5,5,3.5,http://www.highbrotherslumber.com,'+1 800-842-4369,Subtype: artisan_trade
HIGH,4.0,Tier 1 — Big Bet,Hemme Construction,Columbia,Missouri,Construction,13,32,,,$15K-$30K,False,False,4,3.5,5,3.5,http://www.hemmeconstruction.com,'+1 573-999-6944,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,"Country Side Carpets & Interiors, Inc.",Saint Charles,Missouri,Construction,14,24,,,$12K-$25K,False,False,4,3.5,5,3.5,http://www.countrysidecarpets.com,'+1 888-636-0457,Subtype: artisan_trade
HIGH,4.0,Tier 1 — Big Bet,"Jim Bollinger and Son, LLC",Dexter,Missouri,Manufacturing,11,13,,,$15K-$30K,False,False,4,3.5,5,3.5,http://www.jimbollingerandson.com,'+1 573-624-4098,Subtype: chemical_mfg
HIGH,4.0,Tier 1 — Big Bet,Streib Company,St. Louis,Missouri,Construction,61,106,25595000.0,1.0,$20K-$40K,False,False,5,2.5,5,2.5,http://www.streibco.com,'+1 314-487-7474,Subtype: artisan_trade; Revenue $25.6M
HIGH,4.0,Tier 1 — Big Bet,Kwame Building Group,Saint Louis,Missouri,Construction,79,197,,,$25K-$60K,False,False,5,2.5,5,2.5,http://www.kwamebuildinggroup.com,'+1 314-862-5344,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,Kruse Corporation,Wichita,Kansas,Construction,98,171,,,$20K-$40K,False,False,5,2.5,5,2.5,http://www.krusecorp.com,'+1 316-838-7885,Subtype: artisan_trade
HIGH,4.0,Tier 1 — Big Bet,"NCRI - National Catastrophe Restoration, Inc.",Wichita,Kansas,Construction,61,152,13847000.0,,$30K-$80K+,False,False,5,2.5,5,2.5,http://www.ncricat.com,'+1 800-598-6274,Subtype: gc_with_subs; Revenue $13.8M
HIGH,4.0,Tier 1 — Big Bet,N-STORE Services,Chesterfield,Missouri,Construction,74,185,10000000.0,,$30K-$80K+,False,False,5,2.5,5,2.5,http://www.nstoreservices.com,'+1 636-728-0448,Subtype: gc_with_subs; Revenue $10.0M
HIGH,4.0,Tier 1 — Big Bet,Mouery's Flooring,Springfield,Missouri,Construction,10,25,,,$15K-$30K,False,False,4,3.5,5,3.5,http://www.mouerysflooring.com,'+1 417-883-4720,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,"Mosby Building Arts, Ltd",Saint Louis,Missouri,Construction,81,202,1170000.0,,$25K-$60K,False,False,5,2.5,5,2.5,http://www.mosbybuildingarts.com,'+1 314-909-1800,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,BSI Constructors,St. Louis,Missouri,Construction,76,190,132200000.0,,$30K-$80K+,False,False,5,2.5,5,2.5,http://www.bsistl.com,'+1 314-781-7820,Subtype: gc_with_subs; Revenue $132.2M
HIGH,4.0,Tier 1 — Big Bet,"BHS Construction, Inc.",Manhattan,Kansas,Construction,72,180,,,$25K-$60K,False,False,5,2.5,5,2.5,http://www.bhsconstruction.net,'+1 785-537-2068,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,BEX Construction Services,Maryland Heights,Missouri,Construction,14,35,,,$15K-$30K,False,False,4,3.5,5,3.5,http://www.bexstl.com,'+1 314-932-2100,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,MyFreightWorld Inc.,Overland Park,Kansas,Transport/Logistics,140,175,13674000.0,,$40K-$80K+,False,True,5,3.0,5,2.0,http://www.myfreightworld.com,'+1 877-549-9438,Subtype: fleet_and_warehouse; KC metro; Revenue $13.7M
HIGH,4.0,Tier 1 — Big Bet,National Design Build Services,Maryland Heights,Missouri,Construction,61,152,39300000.0,,$30K-$80K+,False,False,5,2.5,5,2.5,http://www.nationaldbs.com,'+1 636-229-8400,Subtype: gc_with_subs; Revenue $39.3M
HIGH,4.0,Tier 1 — Big Bet,Haberberger Mechanical Contractors,St. Louis,Missouri,Construction,71,124,15733000.0,,$20K-$40K,False,False,5,2.5,5,2.5,http://www.haberbergerinc.com,'+1 314-631-3324,Subtype: artisan_trade; Revenue $15.7M
HIGH,4.0,Tier 1 — Big Bet,Gold Mechanical,Springfield,Missouri,Manufacturing,82,102,20593000.0,,$25K-$60K+,False,False,5,2.5,5,2.5,http://www.goldmechanical.com,'+1 417-873-9770,Subtype: metal_mfg; Revenue $20.6M
HIGH,4.0,Tier 1 — Big Bet,Fuller Industries,Great Bend,Kansas,Manufacturing,54,67,,,$25K-$60K+,False,False,5,2.5,5,2.5,http://www.fullerindustriesllc.com,'+1 800-227-2961,Subtype: food_mfg
HIGH,4.0,Tier 1 — Big Bet,FS-Curtis,St. Louis,Missouri,Manufacturing,100,125,100000000.0,,$25K-$60K+,False,False,5,2.5,5,2.5,http://www.fscurtis.com,'+1 314-383-1300,Subtype: general_mfg; Revenue $100.0M
HIGH,4.0,Tier 1 — Big Bet,"Decker Electric, Inc.",Wichita,Kansas,Construction,51,127,,,$25K-$60K,False,False,5,2.5,5,2.5,http://www.decker-electric.com,'+1 316-265-8182,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,"DeWitt & Associates, Inc",Springfield,Missouri,Construction,61,152,5098000.0,,$30K-$80K+,False,False,5,2.5,5,2.5,http://www.dewitt-associates.com,'+1 417-881-4820,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,Daikin TMi LLC,Chesterfield,Missouri,Construction,98,171,69467000.0,,$20K-$40K,False,False,5,2.5,5,2.5,http://www.daikin-tmi.com,'+1 636-532-1110,Subtype: artisan_trade; Revenue $69.5M
HIGH,4.0,Tier 1 — Big Bet,"Distributor to Industry, Inc.",Wichita,Kansas,Manufacturing,57,71,21343000.0,,$25K-$60K+,False,False,5,2.5,5,2.5,http://www.trydti.com,'+1 800-835-2838,Subtype: metal_mfg; Revenue $21.3M
HIGH,4.0,Tier 1 — Big Bet,Design Mechanical Inc,Kansas City,Kansas,Manufacturing,160,200,22000000.0,,$25K-$60K+,False,True,5,3.0,5,2.0,http://www.dmi-kc.com,'+1 913-281-7200,Subtype: food_mfg; KC metro; Revenue $22.0M
HIGH,4.0,Tier 1 — Big Bet,Davis Electric,Nixa,Missouri,Manufacturing,97,121,,,$25K-$60K+,False,False,5,2.5,5,2.5,http://www.daviselectric.biz,'+1 417-725-9205,Subtype: general_mfg
HIGH,4.0,Tier 1 — Big Bet,R & S Delivered LLC,St. Louis,Missouri,Transport/Logistics,9,11,,,$25K-$50K,False,False,4,3.5,5,3.5,http://www.rsdelivered.com,'+1 314-768-3700,Subtype: fleet_and_warehouse
HIGH,4.0,Tier 1 — Big Bet,Polaris Shipping Agencies LLC,Coffeyville,Kansas,Transport/Logistics,14,17,,,$25K-$50K,False,False,4,3.5,5,3.5,http://www.polarisdubai.com,'+971 4 355 9778,Subtype: fleet_and_warehouse
HIGH,4.0,Tier 1 — Big Bet,Performance Plus Global Logistics,Saint Charles,Missouri,Transport/Logistics,13,16,337000.0,,$25K-$50K,False,False,4,3.5,5,3.5,http://www.pplusglobal.com,'+1 866-966-7587,Subtype: fleet_and_warehouse
HIGH,4.0,Tier 1 — Big Bet,Party Express Bus,Wichita,Kansas,Transport/Logistics,11,13,,,$25K-$50K,False,False,4,3.5,5,3.5,http://www.partyexpressbus.com,'+1 316-943-4386,Subtype: fleet_and_warehouse
HIGH,4.0,Tier 1 — Big Bet,"North & South Logistics, Inc",St. Louis,Missouri,Transport/Logistics,10,12,,,$25K-$50K,False,False,4,3.5,5,3.5,http://www.northsouthfreight.com,'+1 316-202-4648,Subtype: fleet_and_warehouse
HIGH,4.0,Tier 1 — Big Bet,"National Flatbed Solutions, LLC",St. Peters,Missouri,Transport/Logistics,14,17,,,$25K-$50K,False,False,4,3.5,5,3.5,http://www.nationalflatbedsolutions.com,'+1 888-808-8288,Subtype: fleet_and_warehouse
HIGH,4.0,Tier 1 — Big Bet,Barts Electric,Liberty,Missouri,Construction,190,475,38927000.0,,$30K-$80K+,False,True,5,3.0,5,2.0,http://www.bartselectric.com,'+1 816-421-0007,Subtype: gc_with_subs; KC metro; Revenue $38.9M
HIGH,4.0,Tier 1 — Big Bet,LANDCO Construction,St. Louis,Missouri,Construction,52,130,,,$25K-$60K,False,False,5,2.5,5,2.5,http://www.landco-construction.com,'+1 314-275-7400,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,Goldkamp Heating & Cooling,Florissant,Missouri,Construction,9,15,,,$12K-$25K,False,False,4,3.5,5,3.5,http://www.goldkamphvac.com,'+1 314-839-3332,Subtype: artisan_trade
HIGH,4.0,Tier 1 — Big Bet,Gemini Homes,Saint Charles,Missouri,Construction,13,32,,,$15K-$30K,False,False,4,3.5,5,3.5,http://www.gemini-homes.com,'+1 586-883-4459,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,TATRO,Garden City,Kansas,Construction,65,162,18751000.0,,$30K-$80K+,False,False,5,2.5,5,2.5,http://www.tatro.co,'+1 620-277-2167,Subtype: gc_with_subs; Revenue $18.8M
HIGH,4.0,Tier 1 — Big Bet,Duggan Contracting Corporation,St. Peters,Missouri,Construction,55,137,12267000.0,,$30K-$80K+,False,False,5,2.5,5,2.5,http://www.duggancontracting.com,'+1 636-936-1566,Subtype: gc_with_subs; Revenue $12.3M
HIGH,4.0,Tier 1 — Big Bet,Drake Carpentry Inc.,Fenton,Missouri,Construction,11,27,,,$15K-$30K,False,False,4,3.5,5,3.5,http://www.constructstlouis.com,'+1 636-305-1449,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,C.M. Mose & Son,Pleasant Valley,Missouri,Manufacturing,13,16,4278000.0,,$15K-$30K,False,False,4,3.5,5,3.5,http://www.cmmoseandson.com,'+1 816-781-4707,Subtype: chemical_mfg
HIGH,4.0,Tier 1 — Big Bet,C&R Mechanical Company,Bridgeton,Missouri,Manufacturing,81,101,35185000.0,,$25K-$60K+,False,False,5,2.5,5,2.5,http://www.crmechanical.com,'+1 314-739-1800,Subtype: metal_mfg; Revenue $35.2M
HIGH,4.0,Tier 1 — Big Bet,The Law Company Inc.,Wichita,Kansas,Construction,51,127,9307000.0,,$30K-$80K+,False,False,5,2.5,5,2.5,http://www.law-co.com,'+1 316-268-0200,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,"TRU-Building, Inc.",Wichita,Kansas,Construction,13,32,,,$15K-$30K,False,False,4,3.5,5,3.5,http://www.tru-building.com,'+1 316-247-2236,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,Branham Electric,St. Peters,Missouri,Manufacturing,11,13,,,$15K-$30K,False,False,4,3.5,5,3.5,http://www.branhambysuburbanelectricalservices.com,'+1 636-926-2001,Subtype: general_mfg
HIGH,4.0,Tier 1 — Big Bet,Advanced Lighting Services,Jefferson City,Missouri,Manufacturing,12,15,,,$15K-$30K,False,False,4,3.5,5,3.5,http://www.advlights.com,'+1 573-761-4776,Subtype: general_mfg
HIGH,4.0,Tier 1 — Big Bet,Eby Construction Company,Wichita,Kansas,Construction,73,182,28477000.0,,$30K-$80K+,False,False,5,2.5,5,2.5,http://www.ebycorp.com,'+1 316-268-3500,Subtype: gc_with_subs; Revenue $28.5M
HIGH,4.0,Tier 1 — Big Bet,"Wright Construction Services, Inc.",St. Peters,Missouri,Construction,60,150,29301000.0,,$30K-$80K+,False,False,5,2.5,5,2.5,http://www.wrightconstruct.com,'+1 636-220-6850,Subtype: gc_with_subs; Revenue $29.3M
HIGH,4.0,Tier 1 — Big Bet,Work Horse Construction Group,New Melle,Missouri,Construction,10,25,,,$15K-$30K,False,False,4,3.5,5,3.5,http://www.workhorsecg.com,'+1 636-614-8986,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,Winston Brown Remodeling,Topeka,Kansas,Construction,12,30,,,$15K-$30K,False,False,4,3.5,5,3.5,http://www.winston-brown.com,'+1 785-271-1661,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,"Winkler Plumbing & Heating, Inc.",Perryville,Missouri,Construction,8,14,,,$12K-$25K,False,False,4,3.5,5,3.5,http://www.winklerph.com,'+1 573-547-1150,Subtype: artisan_trade
HIGH,4.0,Tier 1 — Big Bet,Ledford Construction & Development LLC,Joplin,Missouri,Construction,10,25,,,$15K-$30K,False,False,4,3.5,5,3.5,http://www.ledfordconstructioncompany.com,'+1 417-952-2364,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,Meyer Contracting LLC,St. Louis,Missouri,Construction,11,27,,,$15K-$30K,False,False,4,3.5,5,3.5,http://www.meyercontracting.net,'+1 314-567-9016,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,B.C. Construction Company,Valley Park,Missouri,Construction,68,170,,,$25K-$60K,False,False,5,2.5,5,2.5,http://www.bococonst.com,'+1 636-861-3349,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,Artisan Construction Services,Springfield,Missouri,Construction,15,37,,,$15K-$30K,False,False,4,3.5,5,3.5,http://www.artisanconstructionnc.com,'+1 919-605-5222,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,"Arrowhead Building Supply, Inc.",St. Peters,Missouri,Construction,80,140,20000000.0,,$20K-$40K,False,False,5,2.5,5,2.5,http://www.arrowheadbuildingsupply.com,'+1 636-970-1976,Subtype: artisan_trade; Revenue $20.0M
HIGH,4.0,Tier 1 — Big Bet,Roadana Logistics,Fenton,Missouri,Transport/Logistics,12,15,,,$25K-$50K,False,False,4,3.5,5,3.5,http://www.roadana.com,'+1 314-785-6444,Subtype: fleet_and_warehouse
HIGH,4.0,Tier 1 — Big Bet,Reyco Granning Suspensions,Mount Vernon,Missouri,Transport/Logistics,85,106,91700000.0,,$40K-$80K+,False,False,5,2.5,5,2.5,http://www.reycogranning-intl.com,'+1 417-466-2178,Subtype: fleet; Revenue $91.7M
HIGH,4.0,Tier 1 — Big Bet,Redbird Carriers,St. Louis,Missouri,Transport/Logistics,60,75,23484000.0,,$40K-$80K+,False,False,5,2.5,5,2.5,http://www.redbirdcarriers.com,'+1 314-621-7780,Subtype: fleet_and_warehouse; Revenue $23.5M
HIGH,4.0,Tier 1 — Big Bet,Range Logistics,St. Louis,Missouri,Transport/Logistics,10,12,895000.0,,$25K-$50K,False,False,4,3.5,5,3.5,http://www.rangelogistics.com,'+1 855-997-2643,Subtype: fleet_and_warehouse
HIGH,4.0,Tier 1 — Big Bet,RC Logistics Group,St. Louis,Missouri,Transport/Logistics,10,12,,,$25K-$50K,False,False,4,3.5,5,3.5,http://www.rclogisticsgroup.com,'+1 833-602-3456,Subtype: fleet_and_warehouse
HIGH,4.0,Tier 1 — Big Bet,Midwest Mechanical,Wichita,Kansas,Construction,52,91,,1.0,$20K-$40K,False,False,5,2.5,5,2.5,http://www.coolwichita.com,'+1 316-262-4259,Subtype: artisan_trade
HIGH,4.0,Tier 1 — Big Bet,McElroy's Inc.,Topeka,Kansas,Construction,86,215,16758000.0,2.0,$30K-$80K+,False,False,5,2.5,5,2.5,http://www.mcelroys.com,'+1 785-266-4870,Subtype: gc_with_subs; 2 locations; Revenue $16.8M
HIGH,4.0,Tier 1 — Big Bet,McElroy Electric,Topeka,Kansas,Construction,15,37,,,$15K-$30K,False,False,4,3.5,5,3.5,http://www.mcelroyelectric.com,'+1 785-266-7111,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,McCray Lumber & Millwork,Kansas City,Kansas,Construction,130,227,155000000.0,1.0,$20K-$40K,False,True,5,3.0,5,2.0,http://www.mccraylumber.com,'+1 913-353-5239,Subtype: artisan_trade; KC metro; Revenue $155.0M
HIGH,4.0,Tier 1 — Big Bet,Marco Construction Products,Cape Girardeau,Missouri,Construction,14,24,,,$12K-$25K,False,False,4,3.5,5,3.5,http://www.marcocp.com,'+1 573-837-4347,Subtype: artisan_trade
HIGH,4.0,Tier 1 — Big Bet,Sibic Trucking LLC,St. Louis,Missouri,Transport/Logistics,15,18,,,$25K-$50K,False,False,4,3.5,5,3.5,http://www.sibictrucking.com,'+1 314-457-0601,Subtype: fleet_and_warehouse
HIGH,4.0,Tier 1 — Big Bet,Santa Fe Tow Service,Lenexa,Kansas,Transport/Logistics,17,21,2176000.0,3.0,$25K-$50K,False,True,4,4.0,5,3.0,http://www.santafetowservice.com,'+1 913-712-9084,Subtype: fleet; KC metro; 3 locations
HIGH,4.0,Tier 1 — Big Bet,"SYNC National Logistics, LLC",St. Louis,Missouri,Transport/Logistics,8,10,,,$25K-$50K,False,False,4,3.5,5,3.5,http://www.syncnational.com,'+1 314-432-7962,Subtype: fleet_and_warehouse
HIGH,4.0,Tier 1 — Big Bet,SATCHELL CREEK EXPRESS INC,Augusta,Kansas,Transport/Logistics,15,18,,,$25K-$50K,False,False,4,3.5,5,3.5,http://www.satchellcreekexpress.com,'+1 316-775-1300,Subtype: fleet_and_warehouse
HIGH,4.0,Tier 1 — Big Bet,Loyd Builders,Ottawa,Kansas,Construction,14,35,,,$15K-$30K,False,False,4,3.5,5,3.5,http://www.loydbuildsbetter.com,'+1 785-242-1213,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,Torgeson Electric Co,Topeka,Kansas,Construction,76,190,6401000.0,,$30K-$80K+,False,False,5,2.5,5,2.5,http://www.torgesonelectric.com,'+1 785-233-2213,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,"Fairway Construction Co., Inc.",Columbia,Missouri,Construction,89,222,,,$25K-$60K,False,False,5,2.5,5,2.5,http://www.fairwayconstruction.net,'+1 573-443-2021,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,"FUNK ELECTRIC, INC.",Goessel,Kansas,Construction,10,17,,,$12K-$25K,False,False,4,3.5,5,3.5,http://www.funkelectricinc.com,'+1 620-367-2700,Subtype: artisan_trade
HIGH,4.0,Tier 1 — Big Bet,Wiegmann Associates,Saint Charles,Missouri,Construction,74,185,13279000.0,,$30K-$80K+,False,False,5,2.5,5,2.5,http://www.wiegmannassoc.com,'+1 636-940-1056,Subtype: gc_with_subs; Revenue $13.3M
HIGH,4.0,Tier 1 — Big Bet,"Wetlands Irrigation & Turf, LLC",Galva,Kansas,Construction,9,15,,,$12K-$25K,False,False,4,3.5,5,3.5,http://www.wetlandsirrigationllc.com,'+1 620-203-3055,Subtype: artisan_trade
HIGH,4.0,Tier 1 — Big Bet,MCP GROUP,Topeka,Kansas,Construction,84,210,,,$25K-$60K,False,False,5,2.5,5,2.5,http://www.themcpgroup.com,'+1 785-273-3880,Subtype: gc_with_subs
HIGH,4.0,Tier 1 — Big Bet,Trailiner Corp.,Springfield,Missouri,Transport/Logistics,75,93,13652000.0,,$40K-$80K+,False,False,5,2.5,5,2.5,http://www.trailiner.com,'+1 417-866-7258,Subtype: fleet_and_warehouse; Revenue $13.7M
HIGH,4.0,Tier 1 — Big Bet,WHC Worldwide,Kansas City,Missouri,Transport/Logistics,41,51,,,$40K-$80K+,False,True,5,4.0,3,3.0,http://www.whcworldwide.com,,Subtype: fleet_and_warehouse; KC metro
HIGH,4.0,Tier 1 — Big Bet,Transport Distribution Company,Joplin,Missouri,Transport/Logistics,66,82,30000000.0,,$40K-$80K+,False,False,5,2.5,5,2.5,http://www.gotdc.com,'+1 800-866-2798,Subtype: fleet_and_warehouse; Revenue $30.0M
HIGH,4.0,Tier 1 — Big Bet,Truckload Connections,St. Louis,Missouri,Transport/Logistics,14,17,988000.0,,$25K-$50K,False,False,4,3.5,5,3.5,http://www.truckloadconnections.com,'+1 314-481-4022,Subtype: fleet_and_warehouse
HIGH,4.0,Tier 1 — Big Bet,4Sight Construction Group,Kansas City,Missouri,Construction,16,40,,,$15K-$30K,False,True,4,4.0,5,3.0,http://www.4sightgroupllc.com,'+1 816-802-8400,Subtype: gc_with_subs; KC metro
MEDIUM,3.9,Tier 1 — Big Bet,Wagner Logistics,North Kansas City,Missouri,Transport/Logistics,610,762,163900000.0,,$40K-$80K+,False,True,5,3.0,5,1.5,http://www.wagnerlogistics.com,'+1 800-817-1264,Subtype: fleet_and_warehouse; KC metro; Revenue $163.9M
MEDIUM,3.9,Tier 1 — Big Bet,zTrip,Kansas City,Missouri,Transport/Logistics,540,675,166500000.0,4.0,$40K-$80K+,False,True,5,3.0,5,1.5,http://www.ztrip.com,'+1 970-224-2222,Subtype: fleet_and_warehouse; KC metro; 4 locations; Revenue $166.5M
MEDIUM,3.9,Tier 1 — Big Bet,ARCO a Family of Construction Companies,St. Louis,Missouri,Construction,180,450,6640000000.0,,$30K-$80K+,False,False,5,2.5,5,2.0,http://www.thearcoway.com,'+1 314-963-0715,Subtype: gc_with_subs; Revenue $6640.0M
MEDIUM,3.9,Tier 1 — Big Bet,JE Dunn Construction,Kansas City,Missouri,Construction,4600,11500,7500000000.0,,$30K-$80K+,False,True,5,3.0,5,1.5,http://www.jedunn.com,'+1 816-474-8600,Subtype: gc_with_subs; KC metro; Revenue $7500.0M
MEDIUM,3.9,Tier 1 — Big Bet,Carrier Lynx,Olathe,Kansas,Transport/Logistics,8,10,,,$25K-$50K,False,True,4,4.0,4,3.5,http://www.carrierlynx.com,,Subtype: fleet_and_warehouse; KC metro
MEDIUM,3.9,Tier 1 — Big Bet,Citizen Trucking,Lenexa,Kansas,Transport/Logistics,12,15,,,$25K-$50K,False,True,4,4.0,4,3.5,http://www.citizentrucking.com,,Subtype: fleet_and_warehouse; KC metro
MEDIUM,3.9,Tier 1 — Big Bet,QuesTec Mechanical,Columbia,Missouri,Construction,120,210,50400000.0,,$20K-$40K,False,False,5,2.5,5,2.0,http://www.questec.us,'+1 573-875-0260,Subtype: artisan_trade; Revenue $50.4M
MEDIUM,3.9,Tier 1 — Big Bet,REA Homes,Creve Coeur,Missouri,Construction,1,2,3057000.0,,$15K-$30K,False,False,4,2.5,5,4.0,http://www.reahomesllc.com,'+1 314-574-5695,Subtype: gc_with_subs
MEDIUM,3.9,Tier 1 — Big Bet,RW Supply+Design,West Plains,Missouri,Construction,110,192,,,$20K-$40K,False,False,5,2.5,5,2.0,http://www.rwsupply.com,'+1 844-556-6135,Subtype: artisan_trade
MEDIUM,3.9,Tier 1 — Big Bet,Crossroads Courier,St. Louis,Missouri,Transport/Logistics,110,137,22891000.0,,$40K-$80K+,False,False,5,2.5,5,2.0,http://www.crossroadscourier.com,'+1 314-222-4000,Subtype: fleet_and_warehouse; Revenue $22.9M
MEDIUM,3.9,Tier 1 — Big Bet,Wayne Contracting,Maryland Heights,Missouri,Construction,17,42,2800000.0,,$15K-$30K,False,False,4,3.5,5,3.0,http://www.waynecontracting.com,'+1 888-496-0110,Subtype: gc_with_subs
MEDIUM,3.9,Tier 1 — Big Bet,Garcia Construction,St. Louis,Missouri,Construction,140,350,,,$25K-$60K,False,False,5,2.5,5,2.0,http://www.garciaconstruction.com,'+1 314-353-0336,Subtype: gc_with_subs
MEDIUM,3.9,Tier 1 — Big Bet,McCownGordon Construction,Kansas City,Missouri,Construction,800,2000,501000000.0,,$30K-$80K+,False,True,5,3.0,5,1.5,http://www.mccowngordon.com,'+1 816-960-1111,Subtype: gc_with_subs; KC metro; Revenue $501.0M
